講義名,平均評価ポイント,自由記述
1222203　機器分析化学実験,平均評価ポイント　　3.40,2024/12/20（金）　～　2025/01/16（木） / プレレポートをしっかり確認して行う
1222203　機器分析化学実験,平均評価ポイント　　3.40,2024/12/20（金）　～　2025/01/16（木） / レポートは早めに終わらせましょう。
1222203　機器分析化学実験,平均評価ポイント　　3.40,2024/12/20（金）　～　2025/01/16（木） / わからないところがあればTAや教員に聞きに行った方がいいです。
1222203　機器分析化学実験,平均評価ポイント　　3.40,2024/12/20（金）　～　2025/01/16（木） / これから多くの分析機器を取り扱う機会が増えてきます（３年生の実験、卒業論文、就職してから）ので、少しでも分析装置に関するスキルを上げてください。でてきたデータをどのように解析するか、装置の調子が悪い時のどのように対処するかは、皆さん次第です（その人の力量となります）。立派な分析機器を使いこなせるようになると仕事も楽しいです。卒業生の多くが、何かしらの分析機器を使って仕事をしています。
1233104　栄養化学,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 普段の生活を見返すことができました。
1233104　栄養化学,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 中間がなく期末は莫大な範囲なので、前半と後半に分かれてまとめプリントがあるのはすごい有難かった。わからないところは教科書で確認するということができた。
1233104　栄養化学,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 有意義な時間でした
1233104　栄養化学,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 授業は分かりやすくて良かったです。
1233104　栄養化学,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 分かりやすい説明で理解しやすい
1233104　栄養化学,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / プリントがわかりやすくてよかった。
1233104　栄養化学,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 毎回の授業の初めに、復習があるので理解の助けになりました。
1233104　栄養化学,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 教科書の確認をしてくれたのがよかったです。
1233104　栄養化学,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 大事なところが分かりやすくてまとめやすかった。
1233104　栄養化学,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 有意義な時間だった。
1233104　栄養化学,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / まとめプリントがあるおかげでバラバラな知識がまとまりました。
1233104　栄養化学,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / まとめプリントで理解できる機会があり勉強がやりやすかったです。
1233104　栄養化学,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 復習プリントをしっかりすれば大丈夫だと思います。
1233104　栄養化学,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 特になし。
1233104　栄養化学,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 有意義な時間になると思います
1233104　栄養化学,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 授業に必ず出席する。
1233104　栄養化学,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 復習プリントをすればよい
1233104　栄養化学,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 復習をしっかりすること。
1233104　栄養化学,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 毎回授業に出席することと、復習に力を入れると良いと思います。
1233104　栄養化学,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 復習プリントをやる。
1233104　栄養化学,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / メモとったらテストで役に立つと思います
1233104　栄養化学,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 復習プリントを完璧にしましょう。
1233104　栄養化学,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 面白いです！
1233104　栄養化学,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 授業に出る。教科書を買う。
1233105　食品微生物学,平均評価ポイント　　3.33,2024/07/03（水）　～　2024/07/19（金） / 発表の仕方や質問の仕方は分かっていても、いざするとなると勇気がいることなのでとても役に立ちました。
1233105　食品微生物学,平均評価ポイント　　3.33,2024/07/03（水）　～　2024/07/19（金） / 班ごとで1つのテーマを発表するため、コミュニケーション能力や自分の担当部分を如何に分かりやすく書くかが大事となった。他の授業では個人で受ける形が多いので良い機会となった。
1233105　食品微生物学,平均評価ポイント　　3.33,2024/07/03（水）　～　2024/07/19（金） / いろいろな食品の作り方などを知ることができてよかったです。
1233105　食品微生物学,平均評価ポイント　　3.33,2024/07/03（水）　～　2024/07/19（金） / 質問をしましょう。班で協力した方がいいです。
1233105　食品微生物学,平均評価ポイント　　3.33,2024/07/03（水）　～　2024/07/19（金） / プレゼンテーションは2週間前から準備することをおすすめします。
1233105　食品微生物学,平均評価ポイント　　3.33,2024/07/03（水）　～　2024/07/19（金） / スライドは早めに書いて、周りをみながら訂正するとやりやすかった。
1233105　食品微生物学,平均評価ポイント　　3.33,2024/07/03（水）　～　2024/07/19（金） / 質問を行う。
1233108　生命環境化学ゼミナールI,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 研究室選びに役やった。
1233108　生命環境化学ゼミナールI,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 良かったです
1233108　生命環境化学ゼミナールI,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / いろんな研究を学ぶことができてよかった。
1233108　生命環境化学ゼミナールI,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 有意義な時間でした
1233108　生命環境化学ゼミナールI,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 特にありません。
1233108　生命環境化学ゼミナールI,平均評価ポイント　　3.54,2024/07/03（水）　～　2024/07/19（金） / 研究室を選ぶ一つの基準ができたので良かったです。
