1423204　電気応用,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 小テストに取り組む
1423204　電気応用,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 小テストと復習を行う。
1423204　電気応用,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 小テストは理解しながら解く。
1423204　電気応用,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 小テストの解答までしっかりノートに書き写してテスト勉強で活用できるようにした方がいいと思います。
1423204　電気応用,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 小テストを頑張りましょう
1423204　電気応用,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 授業に出て小テストに真剣に取り組んでください。
1423204　電気応用,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 小テストをしっかりすればある程度の授業内容は理解出来るのでしっかりやりましょう
1423204　電気応用,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 頑張って
1423204　電気応用,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 小テストはみんなで協力して解いた方がよい
1423204　電気応用,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 書くときはしっかり書く。
1423204　電気応用,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 勉強すればなんとかなります！
1423204　電気応用,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 日々の小テストをしっかりと行い、復習してください。それが中間試験と期末試験の対策になります。
1423204　電気応用,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 小テストはやりましょう。
1423204　電気応用,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 頑張ってください。
1423204　電気応用,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木）
1423204　電気応用,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 小テストとフィットエイムを書くことは大事
1423204　電気応用,平均評価ポイント　　3.61,2024/12/20（金）　～　2025/01/16（木） / 電験に役に立つのでしっかり勉強してください。
1411104　基礎物質工学,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / 課題が難しいときがあった
1411104　基礎物質工学,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / たまに何も書いてないのに黒板の前で棒立ちされており、席によっては黒板が見えないのでそこだけ配慮してほしい。 授業資料にすべて載せていただいているためとても助かっています。
1411104　基礎物質工学,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / 暗記が多く大変だった。
1411104　基礎物質工学,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / 高校化学の延長。より機械工学に特化した知識を得ることができた。 板書や過去問を公開してくれるのがとても助かりました。 しかし いつも微笑を浮かべているので感情が読み取れません。 いつも楽しくて嬉しくて笑っているのであればしかたありませんが不気味に感じてしまうことが多々あります。
1411104　基礎物質工学,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / 物質について学べた。
1411104　基礎物質工学,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / 難しかったです。
1411104　基礎物質工学,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / あまり面白くはない
1411104　基礎物質工学,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / スライド資料などを作って配布して欲しい
1411104　基礎物質工学,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / 習う内容が頭で想像しにくい。
1411104　基礎物質工学,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / 公式などを教えられたがその公式を使った例などが欲しいと思った
1411104　基礎物質工学,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / 書く内容が多すぎて、追いつかない
1411104　基礎物質工学,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / 先生の様子がおかしくて心配になった。
1411104　基礎物質工学,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / 教授の雰囲気が良かった
1411104　基礎物質工学,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / 板書を色分けして欲しい
1411104　基礎物質工学,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / ノートの書く量が多すぎて説明を理解できない．
1411104　基礎物質工学,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / 課題があったらjpegで提出すること
1411104　基礎物質工学,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / ノートをとることと課題は丁寧に行う。
1411104　基礎物質工学,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / 機械工学科の常識を遠回しに押し付けられる。 入学時点で我々は機械工学の赤ちゃんであり、分からないのは当然なので気にしなくて良いです。気になるなら質問をしに行くことをおすすめします。素敵な笑顔と共にフレンドリーに解説してくださいます。
1411104　基礎物質工学,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / レポートをしっかりと出す。
1411104　基礎物質工学,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / 難しいですよ！
1411104　基礎物質工学,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / きつい
1411104　基礎物質工学,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / 復習大事
1411104　基礎物質工学,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / とにかくかけ
1411104　基礎物質工学,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / 課題忘れがちだから気をつけて
1411104　基礎物質工学,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / 日本語大事
1411104　基礎物質工学,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / 理解できなかったところはその都度復習してください
1411104　基礎物質工学,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / 頑張りたまえ．
1411104　基礎物質工学,平均評価ポイント　　3.38,"2024/07/03（水）　～　2024/07/19（金） / >席によっては黒板が見えない<=言ってよ！

>機械工学科の常識<=自分の学科がわからないのか？

>先生の様子がおかしくて心配になった。<=ご心配ありがとう。結構緊張するのでね。

>分からないのは当然なので気にしなくて良いです。<=気にしてどんどん知識を吸収しましょう。"
