講義名,平均評価ポイント,自由記述,感情スコア,ポジティブ表現,ネガティブ表現
1923102　環境水文学,平均評価ポイント　　3.43,特にありません,0,,
1923102　環境水文学,平均評価ポイント　　3.43,課題をためると後でかなりつらくなるので早めにやっていたほうが良い。,-0.027160381,良い(1.00),"課題(-0.40), と(-0.22), 後(-0.69), かなり(-0.27)"
1923102　環境水文学,平均評価ポイント　　3.43,課題が結構多いので、計画的に終わらせましょう,-0.004744333,結構(0.61),"課題(-0.40), ましょう(-0.27)"
1923102　環境水文学,平均評価ポイント　　3.43,課題をしっかり取り組む。,-0.0790396,,課題(-0.40)
1923102　環境水文学,平均評価ポイント　　3.43,課題の期限は長いので確実にやりましょう。,-0.103328583,,"課題(-0.40), 期限(-0.57), ましょう(-0.27)"
1923102　環境水文学,平均評価ポイント　　3.43,頑張れ,0,,
1923102　環境水文学,平均評価ポイント　　3.43,頑張ってください,0,,
1923102　環境水文学,平均評価ポイント　　3.43,数字、計算に強い人にオススメ,-0.17248,,"数字(-0.52), 計算(-0.86)"
1923102　環境水文学,平均評価ポイント　　3.43,自然に関する計算やグラフの作り方などが学べます。,-0.196175692,,"自然(-0.66), 関する(-0.31), 計算(-0.86), や(-0.28), グラフ(-0.45)"
1923102　環境水文学,平均評価ポイント　　3.43,課題提出する,-0.262541333,,"課題(-0.40), 提出(-0.39)"
1923102　環境水文学,平均評価ポイント　　3.43,これは課題がやばい,-0.2770932,,"課題(-0.40), やばい(-0.99)"
1923102　環境水文学,平均評価ポイント　　3.43,課題を溜め込まないこと,-0.279039,,"課題(-0.40), ない(-1.00)"
1923102　環境水文学,平均評価ポイント　　3.43,課題を計画的にした方が良い。,-0.033519,良い(1.00),"課題(-0.40), 方(-0.94)"
1923102　環境水文学,平均評価ポイント　　3.43,課題が難しかった,-0.0987995,,課題(-0.40)
1923102　環境水文学,平均評価ポイント　　3.43,課題はためずにコツコツと頑張ろう。,-0.067887889,,"課題(-0.40), と(-0.22)"
1923102　環境水文学,平均評価ポイント　　3.43,頑張ってください,0,,
1923102　環境水文学,平均評価ポイント　　3.43,ありがとうございます。,0,,
1923102　環境水文学,平均評価ポイント　　3.43,課題を必ず行い、テストもしっかりと準備をしてから受けるようにする。,-0.180623947,,"課題(-0.40), 必ず(-0.53), 行い(-0.26), テスト(-0.34), と(-0.22), 準備(-0.73), 受ける(-0.97)"
1923102　環境水文学,平均評価ポイント　　3.43,課題を必ずやる,-0.23082325,,"課題(-0.40), 必ず(-0.53)"
1923102　環境水文学,平均評価ポイント　　3.43,課題はしっかりやりましょう。,-0.110952,,"課題(-0.40), ましょう(-0.27)"
1923102　環境水文学,平均評価ポイント　　3.43,毎回の課題頑張ってください。,-0.056456857,,課題(-0.40)
1923102　環境水文学,平均評価ポイント　　3.43,授業をまじめに受ければ大丈夫です。,-0.152657889,,"授業(-0.41), まじめ(-0.97)"
1923102　環境水文学,平均評価ポイント　　3.43,頑張ってください,0,,
1923102　環境水文学,平均評価ポイント　　3.43,メモを必ず取りましょう,-0.2515786,,"メモ(-0.46), 必ず(-0.53), ましょう(-0.27)"
1923102　環境水文学,平均評価ポイント　　3.43,課題は溜めずに早めにやった方がいいです。Wordやノートに講義のメモを取ると理解が深まりやすかったです。,-0.108197484,,"課題(-0.40), 方(-0.94), や(-0.28), ノート(-0.33), 講義(-0.43), メモ(-0.46), と(-0.22), 理解(-0.31)"
1923102　環境水文学,平均評価ポイント　　3.43,課題はできるだけ残さず、その回のうちに終わらせましょう,-0.099057643,,"課題(-0.40), 回(-0.72), ましょう(-0.27)"
1923102　環境水文学,平均評価ポイント　　3.43,課題は締切までに提出しましょう。,-0.117570889,,"課題(-0.40), 提出(-0.39), ましょう(-0.27)"
1923102　環境水文学,平均評価ポイント　　3.43,課題をすること,-0.0987995,,課題(-0.40)
1923102　環境水文学,平均評価ポイント　　3.43,なし。,0,,
1923102　環境水文学,平均評価ポイント　　3.43,水不足、洪水などの環境に関わる災害、環境問題などをわかりやすく学べるので話はしっかり聞くようにしてください。,-0.161947448,,"洪水(-0.30), 環境(-0.61), 災害(-0.75), 環境(-0.61), 問題(-0.72), 話(-1.00), 聞く(-0.71)"
1923111　国際法Ⅰ,平均評価ポイント　　3.50,国際法の成り立ちや考え方など難しい内容ではあったものの、これまでの判例などを通して国際法に触れることでどのような判断をすれば良いかを学ぶことができた。法は「知らなかった」では済まされないものであると言われる為、この講義を受講したことは大変有意義であったと考える。,-0.107381,良い(1.00),"や(-0.28), 難しい(-1.00), 内容(-0.85), 判例(-0.23), 通し(-0.45), 触れる(-0.75), 判断(-0.72), 学ぶ(-0.55), 法(-0.71), ない(-1.00), と(-0.22), 為(-0.30), 講義(-0.43), 受講(-0.13), 大変(-0.37), 有意義(-0.31), と(-0.22), 考える(-0.88)"
1923111　国際法Ⅰ,平均評価ポイント　　3.50,国際法について深く探求ができた。授業時のレポートなどは自分の意見が述べれるいい機会であった。,-0.080508036,機会(0.92),"つい(-0.55), 探求(-0.37), 授業(-0.41), 時(-0.75), レポート(-0.23), 意見(-0.86)"
1923111　国際法Ⅰ,平均評価ポイント　　3.50,特になし,0,,
1923111　国際法Ⅰ,平均評価ポイント　　3.50,実際に起きた時間についてきちんとした根拠を持って考えることができた,-0.1519525,きちんと(0.98),"実際(-0.84), 時間(-0.95), つい(-0.55), 根拠(-0.80), 考える(-0.88)"
1923111　国際法Ⅰ,平均評価ポイント　　3.50,国際法について学べた,-0.090944333,,つい(-0.55)
1923111　国際法Ⅰ,平均評価ポイント　　3.50,難しい内容だったが、おもしろかった。,-0.205596778,,"難しい(-1.00), 内容(-0.85)"
1923111　国際法Ⅰ,平均評価ポイント　　3.50,ありがとうございました,0,,
1923111　国際法Ⅰ,平均評価ポイント　　3.50,重要な語彙を覚えておく,-0.183319,,"重要(-0.67), 語彙(-0.28), 覚え(-0.34)"
1923111　国際法Ⅰ,平均評価ポイント　　3.50,最初は授業スピードについていけなかった。,-0.176931909,,"最初(-0.81), 授業(-0.41), スピード(-0.18), つい(-0.55)"
1923111　国際法Ⅰ,平均評価ポイント　　3.50,面白かった,0,,
1923111　国際法Ⅰ,平均評価ポイント　　3.50,法律や条約など細かいところまでしれた,-0.27746,,"法律(-0.83), や(-0.28), 条約(-0.41), 細かい(-0.98)"
1923111　国際法Ⅰ,平均評価ポイント　　3.50,特にない,-0.4999985,,ない(-1.00)
1923111　国際法Ⅰ,平均評価ポイント　　3.50,事例が多く、分かりやすかった。,-0.146724125,,"事例(-0.30), 多く(-0.88)"
1923111　国際法Ⅰ,平均評価ポイント　　3.50,さまざまな事例を知ることができた。,-0.0717413,,"事例(-0.30), 知る(-0.42)"
1923111　国際法Ⅰ,平均評価ポイント　　3.50,国際法についてしっかり学ぶことが出来ました。,-0.1454145,,"つい(-0.55), 学ぶ(-0.55), 出来(-0.65)"
1923111　国際法Ⅰ,平均評価ポイント　　3.50,国際法について詳しく知ることが出来た。,-0.147281273,,"つい(-0.55), 知る(-0.42), 出来(-0.65)"
1923111　国際法Ⅰ,平均評価ポイント　　3.50,ありがとうございました,0,,
1923111　国際法Ⅰ,平均評価ポイント　　3.50,レポートが難しかったけど、課題にきちんと向き合って考えることはできた。,-0.031041118,きちんと(0.98),"レポート(-0.23), 課題(-0.40), 考える(-0.88)"
1923111　国際法Ⅰ,平均評価ポイント　　3.50,大変分かりやすい講義をありがとうございました。,-0.0796103,,"大変(-0.37), 講義(-0.43)"
1923111　国際法Ⅰ,平均評価ポイント　　3.50,小テストの時間が短いのと、次の問題に進むとやり直しが効かないのが少し不便に感じます。,-0.297741222,,"小(-0.54), テスト(-0.34), 時間(-0.95), と(-0.22), 次(-0.82), 問題(-0.72), 進む(-0.89), と(-0.22), ない(-1.00), 少し(-0.97), 不便(-0.41), 感じ(-0.97)"
1923111　国際法Ⅰ,平均評価ポイント　　3.50,国際法について学べた。,-0.077952286,,つい(-0.55)
1923111　国際法Ⅰ,平均評価ポイント　　3.50,国際法についてしっかり学べてよかった,-0.060629556,,つい(-0.55)
1923111　国際法Ⅰ,平均評価ポイント　　3.50,小テストが難しかった。,-0.146099667,,"小(-0.54), テスト(-0.34)"
1923111　国際法Ⅰ,平均評価ポイント　　3.50,感情ではなく、決まり事、ルール、法律的に見たらどのように裁かれるべきか。 それぞれの環境や宗教的なルールがある中で国際関係をより良くしていくべきにはどのようにするべきかを考えさせられた。,-0.117571982,,"感情(-0.62), ルール(-0.46), それぞれ(-0.75), 環境(-0.61), や(-0.28), ルール(-0.46), 中(-0.98), 国際(-0.55), 関係(-0.95), 考え(-0.93)"
1923111　国際法Ⅰ,平均評価ポイント　　3.50,レジュメに判例が載せられていて分かりやすかったです。,-0.046317714,,"レジュメ(-0.42), 判例(-0.23)"
1923111　国際法Ⅰ,平均評価ポイント　　3.50,レジュメを配布して下さりありがとうございました。,-0.067818818,,"レジュメ(-0.42), 配布(-0.33)"
1923111　国際法Ⅰ,平均評価ポイント　　3.50,国際法の専門知識やどのような影響を与えているかなどを理解した。,-0.071403353,,"や(-0.28), 影響(-0.63), 理解(-0.31)"
1923111　国際法Ⅰ,平均評価ポイント　　3.50,とても丁寧にわかりやすく教えてくだりわかりやすかったです。,-0.083906385,,"とても(-0.17), 丁寧(-0.65), 教え(-0.27)"
1923111　国際法Ⅰ,平均評価ポイント　　3.50,小テストがあるので復習しやすかった,-0.09765523,,"小(-0.54), テスト(-0.34), 復習(-0.10)"
1923111　国際法Ⅰ,平均評価ポイント　　3.50,実際に小テストを受けることで、自らの考える力を伸ばすことが出来たと実感することができました。また、知識をつけることが出来たので、法律の見方の視野が広がったと感じました。今までありがとうございました。,-0.155525186,,"実際(-0.84), 小(-0.54), テスト(-0.34), 受ける(-0.97), 自ら(-0.11), 考える(-0.88), 力(-0.84), 出来(-0.65), と(-0.22), 実感(-0.17), 知識(-0.12), 出来(-0.65), 法律(-0.83), 見方(-0.45), 視野(-0.38), と(-0.22), 感じ(-0.97)"
1923111　国際法Ⅰ,平均評価ポイント　　3.50,ありがとうございました,0,,
1923111　国際法Ⅰ,平均評価ポイント　　3.50,今回はかなり難しかった,-0.0877304,,"今回(-0.17), かなり(-0.27)"
1923111　国際法Ⅰ,平均評価ポイント　　3.50,いろんな国際法を知れて、文章を書くのが上手くなった,-0.068815143,,文章(-0.96)
1923111　国際法Ⅰ,平均評価ポイント　　3.50,国際法について基礎から深く学べたので良かったです。,-0.084210067,,"つい(-0.55), 基礎(-0.72)"
1923111　国際法Ⅰ,平均評価ポイント　　3.50,国際法について詳しく学ぶことができたので良かった。,-0.072839933,,"つい(-0.55), 学ぶ(-0.55)"
1923111　国際法Ⅰ,平均評価ポイント　　3.50,テスト理解しないと大変ですね,-0.27872275,,"テスト(-0.34), 理解(-0.31), ない(-1.00), と(-0.22), 大変(-0.37)"
1923111　国際法Ⅰ,平均評価ポイント　　3.50,国際法の概念についてある程度理解できた。,-0.18218375,,"概念(-0.42), つい(-0.55), 程度(-0.91), 理解(-0.31)"
1923111　国際法Ⅰ,平均評価ポイント　　3.50,講義に関してはわかりやすいものでした。語句の説明があったり英文のところを解説したらして楽しめました。,-0.0837694,,"講義(-0.43), 語句(-0.53), 説明(-0.78), 英文(-0.37), 解説(-0.41)"
1923111　国際法Ⅰ,平均評価ポイント　　3.50,半年間ありがとうございます！楽しかったです！,-0.1243056,,"半年(-0.44), 間(-0.80)"
1923111　国際法Ⅰ,平均評価ポイント　　3.50,なし。,0,,
1923111　国際法Ⅰ,平均評価ポイント　　3.50,良かったです！,0,,
1923111　国際法Ⅰ,平均評価ポイント　　3.50,様々な国際法を学べすごく面白かった。今世界で起こっていることも関心がモテそうだと思った,-0.09202272,,"今(-0.85), 世界(-0.79), 関心(-0.45), と(-0.22)"
1923111　国際法Ⅰ,平均評価ポイント　　3.50,事例を複数取り上げることで、時代によって法解釈が異なることを学ぶことができました。,-0.125277391,,"事例(-0.30), 複数(-0.30), 時代(-0.97), 異なる(-0.76), 学ぶ(-0.55)"
1923111　国際法Ⅰ,平均評価ポイント　　3.50,内容や課題難しかったです。,-0.217742714,,"内容(-0.85), や(-0.28), 課題(-0.40)"
1923111　国際法Ⅰ,平均評価ポイント　　3.50,特になし,0,,
1923111　国際法Ⅰ,平均評価ポイント　　3.50,国際法について、理解する上で、どのような根拠でそのような結論になったかなど簡潔に考えることができるようになった。,-0.135886485,,"つい(-0.55), 理解(-0.31), 上(-0.97), 根拠(-0.80), 結論(-0.58), 簡潔(-0.39), 考える(-0.88)"
1923111　国際法Ⅰ,平均評価ポイント　　3.50,国際法は、国家間の関係を理解する上で必須だと感じた。,-0.201257,,"関係(-0.95), 理解(-0.31), 上(-0.97), と(-0.22), 感じ(-0.97)"
